model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
dqn,TRAIN,0,402.4,0.0,-484.40,12.62,0.45,2138
dqn,TRAIN,1,357.3,0.0,-431.77,11.23,0.45,2093
dqn,TRAIN,2,313.2,341.4,-422.55,11.36,0.46,1907
dqn,TRAIN,3,1162.7,271.9,-1442.45,41.10,0.66,499
dqn,TRAIN,4,604.2,435.0,-734.03,24.84,0.60,1363
dqn,TRAIN,5,592.3,634.8,-607.20,21.59,0.58,1585
dqn,TRAIN,6,554.5,697.5,-517.80,18.99,0.56,1811
dqn,TRAIN,7,551.9,691.8,-495.12,18.08,0.55,1836
dqn,TRAIN,8,467.3,679.6,-400.07,14.89,0.54,1957
dqn,TRAIN,9,432.0,651.3,-361.62,13.50,0.53,2055
dqn,TRAIN,10,413.4,631.7,-340.92,12.60,0.51,2087
dqn,TRAIN,11,367.3,613.9,-285.08,10.64,0.49,2152
dqn,TRAIN,12,351.2,563.7,-288.93,10.61,0.49,2110
dqn,TRAIN,13,340.7,522.9,-272.42,10.06,0.47,2100
dqn,TRAIN,14,313.1,494.6,-229.91,8.44,0.44,2163
dqn,TRAIN,15,302.1,474.3,-219.80,7.96,0.45,2221
dqn,TRAIN,16,280.3,455.7,-208.53,7.40,0.44,2227
dqn,TRAIN,17,330.4,436.4,-273.81,9.41,0.45,2157
dqn,TRAIN,18,309.3,335.7,-239.35,8.56,0.44,2242
dqn,TRAIN,19,251.4,252.9,-187.96,6.41,0.41,2234
dqn,TRAIN,20,265.5,193.5,-203.47,7.17,0.41,2220
dqn,TRAIN,21,252.0,167.5,-175.27,6.19,0.39,2299
dqn,TRAIN,22,255.0,139.8,-179.99,6.43,0.40,2289
dqn,TRAIN,23,236.2,126.1,-157.37,5.60,0.39,2334
dqn,TRAIN,24,215.3,115.1,-138.58,4.81,0.37,2335
dqn,TRAIN,25,202.1,106.1,-125.58,4.36,0.36,2362
dqn,TRAIN,26,190.2,97.4,-112.11,3.86,0.34,2371
dqn,TRAIN,27,182.9,90.5,-105.46,3.57,0.33,2385
dqn,TRAIN,28,187.6,82.1,-109.52,3.73,0.34,2386
dqn,TRAIN,29,183.1,76.8,-109.58,3.64,0.33,2381
dqn,TRAIN,30,183.3,70.4,-105.20,3.54,0.33,2384
dqn,TRAIN,31,185.7,64.7,-112.98,3.74,0.33,2383
dqn,TRAIN,32,171.4,59.7,-96.96,3.22,0.32,2388
dqn,TRAIN,33,174.3,57.3,-98.67,3.25,0.32,2375
dqn,TRAIN,34,175.8,54.8,-98.00,3.22,0.33,2390
dqn,TRAIN,35,174.8,51.1,-99.10,3.23,0.33,2401
dqn,TRAIN,36,175.1,46.7,-101.25,3.32,0.32,2392
dqn,TRAIN,37,174.0,43.0,-96.53,3.16,0.32,2391
dqn,TRAIN,38,171.9,39.4,-95.19,3.13,0.32,2384
dqn,TRAIN,39,167.5,36.9,-90.88,2.96,0.32,2385
dqn,TRAIN,40,171.0,35.6,-90.74,2.96,0.32,2389
dqn,TRAIN,41,169.5,34.3,-90.63,2.94,0.32,2406
dqn,TRAIN,42,165.3,31.9,-87.58,2.84,0.31,2388
dqn,TRAIN,43,167.1,29.6,-88.32,2.84,0.32,2399
dqn,TRAIN,44,166.8,29.6,-88.57,2.83,0.32,2398
dqn,TRAIN,45,160.0,29.6,-84.54,2.72,0.31,2403
dqn,TRAIN,46,161.6,28.0,-84.69,2.71,0.32,2396
dqn,TRAIN,47,162.8,26.0,-84.15,2.67,0.31,2401
dqn,TRAIN,48,158.8,26.0,-79.39,2.51,0.31,2410
dqn,TRAIN,49,165.9,25.0,-85.58,2.72,0.32,2391
dqn,TRAIN,50,156.1,23.8,-80.63,2.55,0.31,2389
dqn,TRAIN,51,162.3,22.8,-82.82,2.64,0.31,2402
dqn,TRAIN,52,163.8,22.3,-85.56,2.72,0.31,2397
dqn,TRAIN,53,159.9,22.2,-81.18,2.61,0.31,2405
dqn,TRAIN,54,157.7,21.7,-80.55,2.55,0.31,2393
dqn,TRAIN,55,160.3,21.4,-79.71,2.54,0.31,2401
dqn,TRAIN,56,163.6,21.2,-83.59,2.66,0.32,2400
dqn,TRAIN,57,157.6,21.5,-79.86,2.54,0.31,2407
dqn,TRAIN,58,157.2,20.4,-79.32,2.51,0.31,2393
dqn,TRAIN,59,161.5,20.3,-83.01,2.64,0.31,2395
dqn,TRAIN,60,163.4,20.7,-88.07,2.81,0.31,2396
dqn,TRAIN,61,160.3,21.2,-82.05,2.61,0.31,2418
dqn,TRAIN,62,159.5,20.7,-82.08,2.56,0.31,2403
dqn,TRAIN,63,156.6,21.2,-79.22,2.51,0.30,2401
dqn,TRAIN,64,167.7,20.7,-88.87,2.86,0.32,2403
dqn,TRAIN,65,159.8,21.5,-81.74,2.56,0.31,2399
dqn,TRAIN,66,156.7,22.0,-79.62,2.50,0.31,2396
dqn,TRAIN,67,157.1,21.7,-77.97,2.46,0.31,2396
dqn,TRAIN,68,163.4,21.7,-82.70,2.62,0.32,2411
dqn,TRAIN,69,156.5,21.8,-80.95,2.52,0.30,2399
dqn,TRAIN,70,158.7,21.5,-81.17,2.56,0.31,2391
dqn,TRAIN,71,159.1,20.7,-83.96,2.65,0.31,2405
dqn,TRAIN,72,163.4,20.9,-83.89,2.66,0.31,2395
dqn,TRAIN,73,154.9,21.1,-79.56,2.52,0.30,2400
dqn,TRAIN,74,159.0,21.4,-79.31,2.49,0.31,2407
dqn,TRAIN,75,154.2,20.8,-77.31,2.42,0.30,2398
dqn,TRAIN,76,157.1,20.4,-80.32,2.52,0.30,2401
dqn,TRAIN,77,160.2,20.4,-81.42,2.54,0.31,2396
dqn,TRAIN,78,163.2,20.6,-86.40,2.73,0.31,2397
dqn,TRAIN,79,156.9,20.9,-80.06,2.52,0.31,2407
dqn,TRAIN,80,155.9,21.3,-76.28,2.43,0.30,2397
dqn,TRAIN,81,157.6,20.6,-79.79,2.55,0.30,2396
dqn,TRAIN,82,159.3,20.2,-81.71,2.58,0.31,2405
dqn,TRAIN,83,154.2,20.2,-77.60,2.47,0.30,2403
dqn,TRAIN,84,156.9,20.1,-78.57,2.53,0.30,2401
dqn,TRAIN,85,160.5,19.7,-81.76,2.63,0.31,2402
dqn,TRAIN,86,159.6,19.6,-80.18,2.56,0.30,2405
dqn,TRAIN,87,161.9,19.7,-83.14,2.66,0.31,2403
dqn,TRAIN,88,156.8,19.3,-80.26,2.58,0.30,2394
dqn,TRAIN,89,161.1,20.1,-84.00,2.65,0.31,2399
dqn,TRAIN,90,155.0,19.6,-78.42,2.46,0.30,2402
dqn,TRAIN,91,156.7,19.7,-79.12,2.48,0.30,2405
dqn,TRAIN,92,157.3,20.2,-80.39,2.50,0.31,2401
dqn,TRAIN,93,156.2,20.1,-78.66,2.48,0.31,2415
dqn,TRAIN,94,158.3,19.7,-82.09,2.55,0.31,2396
dqn,TRAIN,95,156.0,19.4,-79.04,2.44,0.31,2401
dqn,TRAIN,96,156.8,20.2,-77.87,2.47,0.31,2397
dqn,TRAIN,97,158.6,19.7,-81.96,2.56,0.31,2404
dqn,TRAIN,98,157.5,20.0,-80.71,2.53,0.30,2396
dqn,TRAIN,99,157.0,19.6,-78.09,2.46,0.31,2396
dqn,TRAIN,100,159.3,20.5,-78.87,2.49,0.31,2391
dqn,TRAIN,101,159.7,19.9,-82.03,2.57,0.31,2393
dqn,TRAIN,102,160.9,20.3,-80.85,2.54,0.31,2389
dqn,TRAIN,103,162.2,19.8,-82.99,2.61,0.31,2389
dqn,TRAIN,104,161.2,19.5,-83.43,2.61,0.31,2408
dqn,TRAIN,105,157.4,20.6,-79.75,2.52,0.30,2405
dqn,TRAIN,106,158.8,19.9,-80.63,2.54,0.30,2404
dqn,TRAIN,107,157.7,20.6,-78.55,2.47,0.30,2405
dqn,TRAIN,108,157.2,20.6,-82.15,2.58,0.30,2395
dqn,TRAIN,109,158.2,20.7,-79.60,2.49,0.30,2411
dqn,TRAIN,110,157.6,21.1,-78.55,2.49,0.30,2394
dqn,TRAIN,111,156.9,21.1,-82.29,2.57,0.30,2397
dqn,TRAIN,112,162.2,21.7,-82.81,2.62,0.31,2398
dqn,TRAIN,113,153.3,20.9,-75.90,2.37,0.30,2402
dqn,TRAIN,114,162.0,21.1,-83.78,2.67,0.31,2403
dqn,TRAIN,115,155.9,21.0,-78.84,2.49,0.30,2400
dqn,TRAIN,116,157.2,20.8,-81.01,2.57,0.30,2414
dqn,TRAIN,117,158.9,21.5,-80.79,2.57,0.31,2406
dqn,TRAIN,118,156.8,21.6,-79.94,2.49,0.30,2402
dqn,TRAIN,119,158.3,21.8,-80.78,2.54,0.30,2403
dqn,TRAIN,120,159.7,21.8,-81.99,2.58,0.30,2406
dqn,TRAIN,121,157.2,20.8,-79.99,2.54,0.30,2403
dqn,TRAIN,122,154.6,21.2,-77.61,2.48,0.30,2404
dqn,TRAIN,123,162.6,20.8,-83.66,2.67,0.31,2383
dqn,TRAIN,124,158.5,21.1,-81.91,2.57,0.30,2407
dqn,TRAIN,125,160.3,21.4,-82.52,2.61,0.31,2393
dqn,TRAIN,126,159.8,21.3,-82.22,2.61,0.31,2404
dqn,TRAIN,127,160.2,21.0,-84.57,2.70,0.30,2398
dqn,TRAIN,128,160.3,21.2,-82.01,2.60,0.31,2397
dqn,TRAIN,129,159.9,21.6,-81.29,2.59,0.30,2404
dqn,TRAIN,130,160.7,21.2,-80.35,2.55,0.31,2402
dqn,TRAIN,131,157.5,21.2,-78.53,2.47,0.31,2399
dqn,TRAIN,132,159.2,21.0,-81.42,2.55,0.30,2399
dqn,TRAIN,133,158.8,21.1,-81.18,2.54,0.30,2406
dqn,TRAIN,134,152.1,20.7,-77.18,2.40,0.30,2414
dqn,TRAIN,135,149.5,20.5,-73.87,2.30,0.30,2403
dqn,TRAIN,136,153.6,20.6,-74.44,2.30,0.30,2400
dqn,TRAIN,137,153.1,20.6,-77.03,2.39,0.30,2403
dqn,TRAIN,138,156.0,20.0,-80.54,2.49,0.30,2390
dqn,TRAIN,139,155.5,19.7,-79.92,2.50,0.30,2408
dqn,TRAIN,140,152.5,19.1,-74.63,2.29,0.30,2415
dqn,TRAIN,141,156.3,19.3,-80.10,2.46,0.30,2408
dqn,TRAIN,142,154.6,19.5,-76.82,2.41,0.30,2408
dqn,TRAIN,143,151.8,18.8,-73.31,2.27,0.30,2394
dqn,TRAIN,144,153.8,18.3,-78.87,2.45,0.30,2399
dqn,TRAIN,145,157.2,19.1,-78.53,2.44,0.30,2391
dqn,TRAIN,146,153.8,18.9,-76.64,2.40,0.30,2406
dqn,TRAIN,147,155.8,18.8,-79.90,2.49,0.30,2405
dqn,TRAIN,148,156.3,18.5,-80.75,2.52,0.30,2387
dqn,TRAIN,149,152.7,19.3,-76.80,2.39,0.30,2408
dqn,TRAIN,150,155.3,19.1,-76.61,2.38,0.30,2394
dqn,TRAIN,151,154.9,20.2,-77.37,2.46,0.30,2408
dqn,TRAIN,152,153.2,19.0,-76.85,2.42,0.29,2407
dqn,TRAIN,153,153.9,19.0,-76.41,2.39,0.30,2401
dqn,TRAIN,154,155.1,19.2,-77.89,2.43,0.30,2405
dqn,TRAIN,155,156.2,18.7,-77.53,2.44,0.30,2381
dqn,TRAIN,156,156.4,19.2,-77.65,2.46,0.30,2417
dqn,TRAIN,157,160.5,19.7,-81.33,2.54,0.30,2399
dqn,TRAIN,158,157.1,20.0,-75.80,2.40,0.30,2392
dqn,TRAIN,159,156.3,20.0,-77.48,2.42,0.30,2402
dqn,TRAIN,160,156.5,19.3,-76.93,2.40,0.30,2404
dqn,TRAIN,161,163.1,19.4,-81.00,2.54,0.31,2402
dqn,TRAIN,162,156.5,19.2,-76.22,2.38,0.31,2403
dqn,TRAIN,163,157.4,18.6,-79.13,2.44,0.31,2402
dqn,TRAIN,164,156.9,19.2,-78.75,2.43,0.30,2395
dqn,TRAIN,165,156.7,19.3,-77.98,2.42,0.30,2400
dqn,TRAIN,166,156.3,19.0,-77.71,2.45,0.30,2405
dqn,TRAIN,167,154.4,19.4,-75.97,2.37,0.30,2402
dqn,TRAIN,168,158.6,19.2,-78.47,2.43,0.31,2402
dqn,TRAIN,169,158.9,19.8,-80.54,2.51,0.30,2403
dqn,TRAIN,170,155.2,19.5,-77.65,2.42,0.29,2413
dqn,TRAIN,171,155.9,18.5,-78.38,2.45,0.30,2406
dqn,TRAIN,172,153.6,18.7,-76.46,2.37,0.30,2398
dqn,TRAIN,173,156.9,19.0,-75.61,2.37,0.31,2403
