model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
dqn,TRAIN,174,150.5,18.9,-71.16,2.23,0.29,2406
dqn,TRAIN,175,155.4,18.0,-76.96,2.39,0.30,2402
dqn,TRAIN,176,156.5,18.4,-77.05,2.43,0.30,2406
dqn,TRAIN,177,156.9,18.9,-80.57,2.52,0.30,2412
dqn,TRAIN,178,154.6,18.9,-78.19,2.44,0.30,2409
dqn,TRAIN,179,156.9,18.5,-76.99,2.43,0.30,2406
dqn,TRAIN,180,153.2,18.7,-75.96,2.37,0.30,2395
dqn,TRAIN,181,158.1,18.8,-79.39,2.50,0.30,2403
dqn,TRAIN,182,152.0,18.9,-74.77,2.34,0.29,2394
dqn,TRAIN,183,153.2,18.9,-73.89,2.31,0.29,2409
dqn,TRAIN,184,150.4,18.2,-73.93,2.27,0.30,2422
dqn,TRAIN,185,154.1,17.9,-75.78,2.38,0.30,2403
dqn,TRAIN,186,152.4,18.4,-76.31,2.37,0.30,2386
dqn,TRAIN,187,153.2,18.6,-75.25,2.38,0.30,2406
dqn,TRAIN,188,154.7,19.2,-75.42,2.36,0.29,2398
dqn,TRAIN,189,157.3,18.7,-79.24,2.51,0.30,2407
dqn,TRAIN,190,154.1,18.6,-74.25,2.31,0.30,2399
dqn,TRAIN,191,155.5,18.9,-76.37,2.39,0.30,2405
dqn,TRAIN,192,153.8,19.3,-75.99,2.37,0.30,2396
dqn,TRAIN,193,156.9,19.1,-79.67,2.49,0.30,2413
dqn,TRAIN,194,157.7,18.8,-79.36,2.49,0.30,2412
dqn,TRAIN,195,154.2,18.6,-76.09,2.40,0.29,2411
dqn,TRAIN,196,155.8,18.7,-79.25,2.48,0.30,2421
dqn,TRAIN,197,156.7,20.4,-78.31,2.45,0.30,2406
dqn,TRAIN,198,154.9,19.9,-77.76,2.45,0.30,2409
dqn,TRAIN,199,158.0,20.1,-80.02,2.50,0.30,2400
