model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
dqn,TRAIN,31,311.2,17.8,-181.27,3.22,0.10,9675
dqn,TRAIN,32,314.2,17.4,-192.45,3.47,0.10,9617
dqn,TRAIN,33,308.7,18.1,-183.87,3.20,0.10,9658
dqn,TRAIN,34,311.9,17.3,-179.20,3.23,0.10,9616
dqn,TRAIN,35,319.4,17.2,-200.21,3.49,0.10,9510
dqn,TRAIN,36,311.4,17.6,-186.78,3.24,0.10,9568
dqn,TRAIN,37,322.6,17.6,-174.05,3.19,0.10,9571
dqn,TRAIN,38,308.8,17.8,-176.40,3.18,0.10,9591
dqn,TRAIN,39,315.3,16.6,-187.33,3.26,0.10,9676
dqn,TRAIN,40,314.5,16.3,-190.81,3.31,0.10,9571
dqn,TRAIN,41,319.6,15.7,-192.40,3.42,0.10,9468
dqn,TRAIN,42,306.1,15.9,-189.22,3.32,0.10,9572
dqn,TRAIN,43,312.7,14.9,-187.12,3.19,0.10,9582
dqn,TRAIN,44,315.2,15.5,-191.14,3.35,0.10,9438
dqn,TRAIN,45,316.3,15.2,-199.60,3.50,0.10,9420
dqn,TRAIN,46,313.4,15.2,-188.39,3.40,0.10,9357
dqn,TRAIN,47,307.8,15.5,-187.09,3.30,0.10,9568
dqn,TRAIN,48,314.3,15.5,-189.72,3.33,0.10,9514
dqn,TRAIN,49,307.9,15.0,-190.37,3.36,0.10,9381
dqn,TRAIN,50,307.6,14.2,-193.18,3.48,0.11,9483
dqn,TRAIN,51,309.7,14.4,-195.42,3.42,0.10,9419
dqn,TRAIN,52,304.7,14.3,-191.65,3.41,0.10,9725
dqn,TRAIN,53,316.8,14.2,-191.78,3.45,0.10,9436
dqn,TRAIN,54,323.8,13.8,-195.11,3.49,0.10,9532
dqn,TRAIN,55,324.6,14.5,-201.68,3.57,0.10,9458
dqn,TRAIN,56,320.8,15.1,-191.75,3.37,0.10,9516
dqn,TRAIN,57,316.7,14.4,-189.87,3.44,0.10,9479
dqn,TRAIN,58,312.3,13.3,-202.49,3.64,0.10,9479
dqn,TRAIN,59,312.6,13.6,-191.35,3.45,0.10,9573
dqn,TRAIN,60,304.8,13.1,-193.87,3.51,0.10,9476
dqn,TRAIN,61,311.3,13.3,-192.12,3.40,0.10,9558
dqn,TRAIN,62,317.7,13.3,-193.86,3.43,0.10,9678
dqn,TRAIN,63,308.2,13.0,-193.49,3.46,0.10,9489
dqn,TRAIN,64,308.6,12.8,-191.20,3.33,0.10,9796
dqn,TRAIN,65,315.7,12.9,-194.87,3.47,0.11,9600
dqn,TRAIN,66,316.0,13.0,-196.37,3.45,0.10,9531
dqn,TRAIN,67,319.5,13.2,-184.83,3.42,0.10,9662
dqn,TRAIN,68,308.4,12.9,-193.79,3.44,0.10,9517
dqn,TRAIN,69,307.2,13.0,-182.96,3.24,0.10,9750
dqn,TRAIN,70,315.1,12.4,-188.85,3.40,0.10,9486
dqn,TRAIN,71,317.5,13.4,-191.28,3.44,0.10,9466
dqn,TRAIN,72,345.4,13.6,-190.49,3.48,0.10,9578
dqn,TRAIN,73,316.0,14.6,-189.42,3.42,0.10,9546
dqn,TRAIN,74,317.6,14.5,-208.22,3.66,0.11,9431
dqn,TRAIN,75,313.8,14.8,-184.78,3.39,0.10,9556
dqn,TRAIN,76,313.1,14.8,-181.90,3.32,0.10,9571
dqn,TRAIN,77,318.2,14.7,-183.94,3.24,0.10,9679
dqn,TRAIN,78,312.7,15.0,-198.13,3.46,0.10,9546
dqn,TRAIN,79,321.0,15.3,-192.06,3.44,0.10,9635
dqn,TRAIN,80,318.7,15.0,-188.83,3.30,0.10,9534
dqn,TRAIN,81,321.4,15.1,-185.59,3.36,0.10,9498
dqn,TRAIN,82,310.6,15.7,-201.91,3.57,0.10,9356
dqn,TRAIN,83,316.0,16.1,-192.72,3.46,0.10,9479
dqn,TRAIN,84,305.6,15.9,-189.14,3.37,0.10,9791
dqn,TRAIN,85,312.9,15.1,-190.14,3.35,0.10,9698
dqn,TRAIN,86,307.2,14.2,-180.02,3.33,0.10,9691
dqn,TRAIN,87,325.4,13.2,-184.79,3.28,0.10,9817
dqn,TRAIN,88,310.3,13.9,-198.57,3.49,0.10,9576
dqn,TRAIN,0,365.1,33.0,-367.40,6.10,0.14,8855
dqn,TRAIN,1,306.9,58.1,-236.05,3.95,0.12,9644
dqn,TRAIN,2,315.9,62.0,-251.95,4.12,0.12,9422
dqn,TRAIN,3,304.6,60.5,-203.10,3.43,0.11,9751
dqn,TRAIN,4,342.0,62.7,-203.29,3.39,0.11,10037
dqn,TRAIN,5,316.3,63.7,-201.63,3.40,0.11,9885
dqn,TRAIN,6,317.4,60.5,-197.12,3.36,0.11,9927
dqn,TRAIN,7,295.8,58.6,-245.64,3.99,0.11,9384
dqn,TRAIN,8,302.2,56.2,-254.57,4.05,0.11,9410
dqn,TRAIN,9,299.4,56.5,-194.92,3.39,0.10,9795
dqn,TRAIN,10,304.2,58.0,-193.92,3.47,0.11,9777
dqn,TRAIN,11,301.7,54.4,-202.06,3.52,0.11,9833
dqn,TRAIN,12,297.7,50.4,-186.82,3.38,0.10,9799
dqn,TRAIN,13,306.3,46.4,-201.07,3.51,0.11,9784
dqn,TRAIN,14,299.5,43.1,-189.68,3.35,0.10,9841
dqn,TRAIN,15,315.8,40.9,-202.16,3.66,0.11,9781
dqn,TRAIN,16,293.2,37.3,-190.02,3.40,0.10,9711
dqn,TRAIN,17,298.2,32.7,-179.49,3.22,0.10,9844
dqn,TRAIN,18,298.0,27.9,-187.74,3.35,0.10,9770
dqn,TRAIN,19,302.9,24.4,-195.67,3.42,0.10,9757
