model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
colight,TRAIN,0,206.8,103.3,-148.76,4.32,0.37,2375
colight,TRAIN,1,169.9,66.0,-95.72,2.93,0.34,2395
colight,TRAIN,2,167.5,65.8,-96.19,2.89,0.33,2372
colight,TRAIN,3,170.7,65.8,-94.31,2.89,0.33,2392
colight,TRAIN,4,169.1,60.7,-94.69,2.86,0.33,2388
colight,TRAIN,5,169.1,69.6,-96.31,2.88,0.33,2383
colight,TRAIN,6,169.6,62.4,-93.00,2.85,0.33,2387
colight,TRAIN,7,163.8,62.3,-86.35,2.67,0.32,2405
colight,TRAIN,8,159.5,65.9,-85.49,2.63,0.31,2401
colight,TRAIN,9,163.8,63.6,-86.86,2.67,0.33,2390
colight,TRAIN,10,164.6,58.0,-89.17,2.74,0.32,2388
colight,TRAIN,11,165.6,59.6,-87.40,2.72,0.32,2394
colight,TRAIN,12,166.2,61.6,-89.56,2.76,0.32,2382
colight,TRAIN,13,161.7,58.0,-85.23,2.65,0.32,2388
colight,TRAIN,14,163.0,51.3,-84.05,2.61,0.32,2404
colight,TRAIN,15,166.0,50.3,-89.96,2.80,0.32,2391
colight,TRAIN,16,163.3,50.6,-87.66,2.71,0.32,2389
colight,TRAIN,17,166.4,55.4,-88.93,2.77,0.32,2390
colight,TRAIN,18,164.1,53.6,-87.92,2.70,0.32,2381
colight,TRAIN,19,162.4,57.1,-85.14,2.66,0.32,2398
