model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
colight,TRAIN,29,165.3,87.4,-89.56,2.72,0.33,2399
colight,TRAIN,30,165.3,83.1,-90.40,2.74,0.33,2389
colight,TRAIN,31,158.3,110.4,-83.81,2.57,0.32,2399
colight,TRAIN,32,163.3,114.0,-89.00,2.66,0.33,2395
colight,TRAIN,33,162.0,101.2,-87.43,2.65,0.33,2402
colight,TRAIN,34,164.8,115.1,-91.04,2.72,0.33,2404
colight,TRAIN,35,168.6,114.1,-92.93,2.81,0.33,2392
colight,TRAIN,36,168.3,96.1,-94.25,2.86,0.33,2397
colight,TRAIN,37,170.2,90.8,-98.04,2.97,0.33,2392
colight,TRAIN,38,168.0,91.7,-90.57,2.75,0.34,2389
colight,TRAIN,39,164.0,94.8,-88.26,2.69,0.33,2399
colight,TRAIN,40,165.8,103.8,-91.15,2.78,0.33,2395
colight,TRAIN,41,168.0,103.8,-92.31,2.85,0.33,2386
colight,TRAIN,42,165.5,99.1,-85.28,2.66,0.33,2392
colight,TRAIN,43,166.8,88.4,-89.35,2.74,0.33,2395
colight,TRAIN,44,166.6,78.0,-87.92,2.76,0.33,2392
colight,TRAIN,45,167.4,96.6,-90.36,2.76,0.33,2385
colight,TRAIN,46,162.6,100.6,-84.35,2.61,0.33,2397
colight,TRAIN,47,165.1,100.1,-86.26,2.67,0.33,2390
colight,TRAIN,48,170.0,95.5,-94.20,2.97,0.33,2389
colight,TRAIN,49,160.8,100.3,-83.50,2.61,0.33,2392
colight,TRAIN,50,164.4,95.3,-89.58,2.73,0.33,2393
colight,TRAIN,51,169.9,88.3,-91.05,2.87,0.33,2398
colight,TRAIN,52,163.6,67.2,-87.09,2.71,0.32,2399
colight,TRAIN,53,165.7,59.8,-91.56,2.85,0.33,2405
colight,TRAIN,54,166.3,83.0,-89.96,2.73,0.33,2392
colight,TRAIN,55,165.8,72.3,-87.23,2.70,0.33,2392
colight,TRAIN,56,164.7,87.0,-88.72,2.73,0.32,2388
colight,TRAIN,57,162.5,81.5,-85.32,2.60,0.32,2392
colight,TRAIN,58,156.9,85.8,-80.96,2.51,0.32,2400
colight,TRAIN,59,156.6,83.2,-81.06,2.49,0.31,2390
colight,TRAIN,60,166.8,79.6,-88.77,2.74,0.33,2397
colight,TRAIN,61,162.1,80.3,-86.66,2.61,0.33,2388
colight,TRAIN,62,161.4,71.2,-85.36,2.60,0.32,2404
colight,TRAIN,63,165.7,55.4,-86.76,2.67,0.33,2398
colight,TRAIN,64,161.9,48.6,-84.34,2.61,0.32,2402
colight,TRAIN,65,160.4,48.7,-85.49,2.62,0.32,2398
colight,TRAIN,66,165.4,51.2,-87.22,2.64,0.33,2408
colight,TRAIN,67,162.2,51.3,-86.54,2.65,0.33,2393
colight,TRAIN,68,161.9,45.2,-83.20,2.52,0.32,2392
colight,TRAIN,69,162.9,53.8,-85.14,2.63,0.33,2398
colight,TRAIN,70,163.4,66.9,-85.72,2.65,0.33,2394
colight,TRAIN,71,162.9,77.6,-87.82,2.66,0.33,2410
colight,TRAIN,72,162.2,73.6,-84.40,2.64,0.32,2406
colight,TRAIN,73,163.0,69.6,-85.95,2.64,0.32,2397
colight,TRAIN,74,165.2,59.1,-88.45,2.74,0.33,2390
colight,TRAIN,75,162.3,54.8,-83.46,2.59,0.32,2399
colight,TRAIN,76,163.7,65.1,-85.69,2.62,0.33,2382
colight,TRAIN,77,162.2,66.3,-85.28,2.62,0.32,2402
colight,TRAIN,78,159.4,60.3,-83.25,2.59,0.31,2404
colight,TRAIN,79,158.0,51.5,-81.59,2.53,0.32,2403
colight,TRAIN,80,168.9,55.5,-88.55,2.77,0.33,2392
colight,TRAIN,81,164.6,50.5,-86.53,2.69,0.33,2392
colight,TRAIN,82,159.9,54.4,-82.30,2.50,0.32,2403
colight,TRAIN,83,160.7,57.2,-83.24,2.58,0.32,2398
colight,TRAIN,84,165.2,62.7,-87.08,2.65,0.33,2401
colight,TRAIN,85,162.1,60.8,-83.30,2.57,0.32,2395
colight,TRAIN,86,158.0,61.1,-80.51,2.50,0.31,2407
colight,TRAIN,87,159.6,56.7,-84.03,2.59,0.32,2407
colight,TRAIN,88,161.2,63.1,-87.73,2.62,0.32,2406
colight,TRAIN,89,157.3,51.7,-81.64,2.48,0.32,2395
colight,TRAIN,90,161.7,54.1,-84.55,2.60,0.32,2398
colight,TRAIN,91,158.2,59.4,-80.56,2.48,0.32,2374
colight,TRAIN,92,165.2,52.5,-86.16,2.66,0.33,2400
colight,TRAIN,93,165.4,52.0,-89.31,2.73,0.33,2394
colight,TRAIN,94,164.3,46.6,-86.47,2.69,0.33,2391
colight,TRAIN,95,162.2,53.3,-87.38,2.66,0.32,2397
colight,TRAIN,96,161.2,50.4,-83.59,2.61,0.32,2393
colight,TRAIN,97,166.2,55.4,-86.85,2.71,0.33,2396
colight,TRAIN,98,157.6,57.7,-81.75,2.51,0.32,2401
colight,TRAIN,99,158.8,55.9,-82.36,2.53,0.32,2393
colight,TRAIN,100,161.0,51.9,-82.60,2.57,0.32,2403
colight,TRAIN,101,161.8,46.0,-81.76,2.56,0.32,2395
colight,TRAIN,102,161.4,54.5,-84.80,2.68,0.32,2390
colight,TRAIN,103,160.5,47.6,-80.49,2.47,0.32,2395
colight,TRAIN,104,166.7,49.7,-86.00,2.67,0.33,2401
colight,TRAIN,105,167.6,57.1,-89.16,2.77,0.32,2398
colight,TRAIN,106,164.9,51.2,-87.85,2.71,0.32,2395
colight,TRAIN,107,162.1,45.0,-87.34,2.66,0.32,2389
colight,TRAIN,108,160.2,54.6,-85.09,2.59,0.32,2404
colight,TRAIN,109,163.8,48.7,-87.85,2.72,0.33,2400
colight,TRAIN,110,160.2,54.5,-83.50,2.57,0.32,2388
colight,TRAIN,111,160.0,51.3,-83.15,2.58,0.32,2398
colight,TRAIN,112,160.2,71.0,-84.90,2.60,0.32,2402
colight,TRAIN,113,163.2,63.3,-86.86,2.68,0.32,2401
colight,TRAIN,114,156.8,50.1,-79.61,2.46,0.32,2398
colight,TRAIN,115,159.7,51.0,-83.84,2.55,0.32,2403
colight,TRAIN,116,164.0,53.6,-84.73,2.64,0.32,2406
colight,TRAIN,117,168.0,52.8,-91.78,2.76,0.33,2388
colight,TRAIN,118,159.9,49.9,-82.57,2.53,0.32,2388
colight,TRAIN,119,156.7,56.4,-81.67,2.52,0.31,2406
colight,TRAIN,120,164.7,52.2,-91.85,2.77,0.33,2396
colight,TRAIN,121,163.7,52.4,-89.05,2.69,0.32,2403
colight,TRAIN,122,159.5,57.9,-84.28,2.58,0.32,2398
colight,TRAIN,123,162.0,59.9,-86.18,2.60,0.32,2391
colight,TRAIN,124,162.6,58.9,-84.38,2.61,0.32,2403
colight,TRAIN,125,161.0,45.4,-83.22,2.61,0.32,2392
colight,TRAIN,126,163.0,62.4,-83.93,2.57,0.33,2393
colight,TRAIN,127,161.5,52.6,-84.58,2.60,0.32,2400
colight,TRAIN,128,167.8,52.3,-92.20,2.82,0.33,2397
colight,TRAIN,129,164.0,58.0,-85.15,2.61,0.33,2390
colight,TRAIN,130,161.9,51.7,-85.62,2.64,0.32,2395
colight,TRAIN,131,161.6,54.5,-86.04,2.65,0.32,2390
colight,TRAIN,132,165.6,48.1,-86.78,2.67,0.33,2395
colight,TRAIN,133,161.7,55.7,-83.62,2.60,0.32,2404
colight,TRAIN,134,164.7,59.5,-88.90,2.78,0.32,2401
colight,TRAIN,135,168.5,51.3,-90.25,2.81,0.33,2403
colight,TRAIN,136,159.8,46.3,-83.95,2.65,0.32,2393
colight,TRAIN,137,167.7,51.3,-89.79,2.78,0.33,2387
colight,TRAIN,138,159.8,53.6,-80.71,2.55,0.32,2385
colight,TRAIN,139,164.2,54.3,-89.22,2.77,0.32,2394
colight,TRAIN,140,166.8,60.2,-90.65,2.83,0.33,2383
colight,TRAIN,141,165.7,58.0,-87.29,2.75,0.32,2392
colight,TRAIN,142,163.2,58.7,-85.69,2.65,0.33,2399
colight,TRAIN,143,163.1,57.8,-84.71,2.65,0.32,2411
colight,TRAIN,144,163.1,56.3,-87.17,2.69,0.32,2393
colight,TRAIN,145,162.9,55.6,-86.96,2.66,0.32,2405
colight,TRAIN,146,160.6,51.9,-84.91,2.59,0.32,2401
colight,TRAIN,147,165.4,51.5,-84.07,2.64,0.32,2400
colight,TRAIN,148,160.4,58.3,-85.54,2.62,0.32,2395
colight,TRAIN,149,158.7,58.6,-81.60,2.52,0.32,2394
colight,TRAIN,150,163.9,59.4,-87.64,2.71,0.32,2396
colight,TRAIN,151,163.5,60.2,-85.50,2.68,0.32,2394
colight,TRAIN,152,158.4,62.0,-84.23,2.60,0.31,2400
colight,TRAIN,153,161.8,63.8,-85.85,2.66,0.32,2401
colight,TRAIN,154,165.8,51.2,-87.95,2.75,0.33,2393
colight,TRAIN,155,161.5,62.7,-84.62,2.61,0.32,2394
colight,TRAIN,156,161.8,60.5,-86.39,2.68,0.32,2387
colight,TRAIN,157,160.4,56.7,-83.92,2.59,0.32,2398
colight,TRAIN,158,162.3,56.8,-85.29,2.62,0.32,2406
colight,TRAIN,159,161.0,50.6,-84.72,2.62,0.32,2388
colight,TRAIN,160,163.9,52.3,-87.76,2.71,0.32,2377
colight,TRAIN,161,163.5,53.7,-88.22,2.69,0.32,2401
colight,TRAIN,162,166.8,57.9,-89.36,2.77,0.34,2402
colight,TRAIN,163,162.5,55.5,-86.72,2.67,0.33,2421
colight,TRAIN,164,163.6,54.7,-87.06,2.75,0.32,2389
colight,TRAIN,165,162.0,53.6,-85.68,2.68,0.32,2405
colight,TRAIN,166,161.6,60.7,-85.01,2.65,0.32,2401
colight,TRAIN,167,161.0,58.2,-84.67,2.62,0.32,2392
colight,TRAIN,168,161.3,53.1,-83.49,2.58,0.32,2401
colight,TRAIN,169,160.0,52.1,-83.54,2.57,0.32,2405
colight,TRAIN,170,159.0,65.5,-82.92,2.58,0.32,2400
colight,TRAIN,171,166.0,61.6,-89.57,2.77,0.33,2393
colight,TRAIN,172,160.7,61.8,-86.12,2.67,0.32,2401
colight,TRAIN,173,160.2,62.3,-82.44,2.56,0.32,2391
colight,TRAIN,174,164.1,57.0,-87.72,2.68,0.32,2401
colight,TRAIN,175,163.5,51.5,-85.42,2.66,0.32,2394
colight,TRAIN,176,156.9,56.6,-79.67,2.51,0.32,2414
colight,TRAIN,177,158.3,55.8,-83.33,2.56,0.31,2400
colight,TRAIN,178,161.6,51.6,-84.94,2.64,0.32,2402
colight,TRAIN,179,161.1,50.6,-85.76,2.67,0.32,2385
colight,TRAIN,180,160.2,47.0,-83.08,2.58,0.32,2396
colight,TRAIN,181,160.7,47.8,-83.76,2.62,0.32,2401
colight,TRAIN,182,161.4,46.8,-84.48,2.61,0.32,2397
colight,TRAIN,183,162.0,50.7,-83.83,2.59,0.32,2402
colight,TRAIN,184,162.9,47.8,-84.76,2.63,0.32,2396
colight,TRAIN,185,158.8,48.2,-84.75,2.59,0.32,2408
colight,TRAIN,186,156.9,57.8,-82.27,2.52,0.31,2417
colight,TRAIN,187,157.3,56.9,-79.37,2.41,0.32,2403
colight,TRAIN,188,161.8,46.0,-86.54,2.66,0.32,2391
colight,TRAIN,189,167.3,46.7,-88.37,2.78,0.33,2405
colight,TRAIN,190,164.5,48.4,-85.41,2.71,0.33,2404
colight,TRAIN,191,163.6,50.7,-86.42,2.69,0.32,2396
colight,TRAIN,192,162.7,57.8,-84.61,2.65,0.32,2406
colight,TRAIN,193,158.7,51.0,-81.04,2.48,0.32,2394
colight,TRAIN,194,165.5,48.6,-90.17,2.78,0.32,2388
colight,TRAIN,195,162.4,53.2,-82.47,2.58,0.32,2402
colight,TRAIN,196,166.3,54.4,-88.14,2.77,0.32,2393
colight,TRAIN,197,170.6,50.3,-92.25,2.90,0.33,2399
colight,TRAIN,198,157.2,51.4,-80.14,2.51,0.32,2391
colight,TRAIN,199,162.8,50.7,-87.99,2.77,0.32,2384
