model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
colight,TRAIN,0,496.6,836.3,-646.97,18.09,0.49,2065
colight,TRAIN,1,360.5,1039.8,-414.41,12.19,0.46,2370
colight,TRAIN,2,394.1,1016.2,-456.31,13.75,0.45,2209
colight,TRAIN,3,334.6,1116.3,-465.42,14.26,0.47,1934
colight,TRAIN,4,433.7,1241.2,-536.93,16.42,0.47,2024
colight,TRAIN,5,365.7,1294.8,-411.46,13.00,0.44,2217
colight,TRAIN,6,342.8,1086.5,-321.58,10.35,0.43,2510
colight,TRAIN,7,334.3,1165.5,-333.28,10.19,0.42,2526
colight,TRAIN,8,346.1,1145.4,-347.48,10.59,0.42,2492
colight,TRAIN,9,441.3,1242.9,-605.42,18.46,0.48,1818
colight,TRAIN,10,412.0,1051.1,-451.19,14.06,0.45,2232
colight,TRAIN,11,389.5,1262.2,-425.99,13.34,0.44,2196
colight,TRAIN,12,358.5,976.9,-358.81,11.01,0.43,2508
colight,TRAIN,13,355.1,1125.8,-359.04,11.09,0.42,2473
colight,TRAIN,14,331.3,973.9,-388.46,11.83,0.43,2210
colight,TRAIN,15,333.5,1172.0,-314.52,9.88,0.43,2552
colight,TRAIN,16,329.6,810.7,-313.90,9.94,0.42,2493
colight,TRAIN,17,320.8,776.1,-293.37,9.20,0.41,2594
colight,TRAIN,18,356.8,609.5,-341.12,10.78,0.43,2499
colight,TRAIN,19,340.5,652.4,-321.07,9.99,0.43,2561
