model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
colight,TRAIN,0,241.8,173.0,-221.18,6.79,0.42,2816
colight,TRAIN,1,196.7,134.4,-155.52,4.69,0.38,2829
colight,TRAIN,2,192.1,144.5,-147.68,4.42,0.38,2841
colight,TRAIN,3,195.4,141.7,-153.56,4.80,0.38,2817
colight,TRAIN,4,197.4,156.8,-154.33,4.75,0.38,2840
colight,TRAIN,5,179.9,148.0,-128.26,3.87,0.36,2852
colight,TRAIN,6,183.7,133.2,-130.25,4.03,0.37,2841
colight,TRAIN,7,182.9,125.1,-131.40,4.11,0.37,2827
colight,TRAIN,8,185.4,126.5,-133.98,4.17,0.37,2850
colight,TRAIN,9,184.7,125.2,-136.70,4.19,0.37,2847
colight,TRAIN,10,180.4,117.7,-129.47,4.00,0.37,2850
colight,TRAIN,11,181.7,112.5,-130.49,4.05,0.37,2843
colight,TRAIN,12,178.8,126.0,-123.97,3.84,0.36,2857
colight,TRAIN,13,180.2,116.9,-128.43,3.92,0.36,2861
colight,TRAIN,14,183.4,111.5,-132.90,4.10,0.36,2855
colight,TRAIN,15,183.9,117.3,-130.69,4.09,0.37,2857
colight,TRAIN,16,183.2,121.5,-129.79,3.97,0.37,2851
colight,TRAIN,17,185.2,125.1,-130.03,4.02,0.37,2840
colight,TRAIN,18,186.4,104.8,-134.62,4.19,0.37,2831
colight,TRAIN,19,187.8,109.7,-132.27,4.19,0.37,2831
