model_name,mode,episode,travel_time,q_loss,reward,queue,delay,throughoutput
mplight,TRAIN,79,210.4,1.5,-14.51,4.87,0.38,2366
mplight,TRAIN,80,202.1,1.5,-13.11,4.45,0.37,2375
mplight,TRAIN,81,207.7,1.4,-14.24,4.74,0.39,2360
mplight,TRAIN,82,208.5,1.5,-14.33,4.78,0.38,2372
mplight,TRAIN,83,195.7,1.6,-13.11,4.38,0.36,2369
mplight,TRAIN,84,200.6,1.6,-13.46,4.53,0.38,2372
mplight,TRAIN,85,216.5,1.6,-15.22,5.09,0.38,2365
mplight,TRAIN,86,229.1,1.7,-16.22,5.46,0.39,2354
mplight,TRAIN,87,196.9,1.7,-12.82,4.35,0.37,2361
mplight,TRAIN,88,203.2,1.5,-13.80,4.61,0.38,2367
mplight,TRAIN,89,210.7,1.5,-14.76,4.93,0.38,2370
mplight,TRAIN,90,203.3,1.6,-13.52,4.60,0.38,2372
mplight,TRAIN,91,198.3,1.5,-12.76,4.35,0.37,2387
mplight,TRAIN,92,196.9,1.5,-12.67,4.30,0.37,2372
mplight,TRAIN,93,196.4,1.4,-12.68,4.31,0.37,2361
mplight,TRAIN,94,206.8,1.4,-13.92,4.69,0.39,2377
mplight,TRAIN,95,195.4,1.5,-12.98,4.37,0.38,2360
mplight,TRAIN,96,205.6,1.5,-14.11,4.75,0.37,2353
mplight,TRAIN,97,202.9,1.6,-13.16,4.48,0.38,2368
mplight,TRAIN,98,202.7,1.7,-13.23,4.49,0.38,2357
mplight,TRAIN,99,209.9,1.6,-14.41,4.76,0.38,2364
mplight,TRAIN,100,202.7,1.6,-13.46,4.49,0.38,2376
mplight,TRAIN,101,212.5,1.7,-14.32,4.82,0.38,2377
mplight,TRAIN,102,201.0,1.7,-12.92,4.42,0.38,2368
mplight,TRAIN,103,205.5,1.6,-13.99,4.72,0.38,2369
mplight,TRAIN,104,220.3,1.7,-15.49,5.25,0.39,2360
mplight,TRAIN,105,202.1,1.8,-13.33,4.47,0.38,2371
mplight,TRAIN,106,202.5,1.8,-13.22,4.50,0.38,2383
mplight,TRAIN,107,239.3,1.5,-17.15,5.83,0.40,2364
mplight,TRAIN,108,202.7,1.6,-13.13,4.46,0.38,2369
mplight,TRAIN,109,213.3,1.5,-14.66,4.95,0.38,2355
mplight,TRAIN,110,198.1,1.4,-12.91,4.39,0.38,2369
mplight,TRAIN,111,289.0,1.7,-21.72,7.52,0.42,2319
mplight,TRAIN,112,208.8,1.8,-14.14,4.73,0.39,2358
mplight,TRAIN,113,194.9,1.7,-12.50,4.24,0.36,2379
mplight,TRAIN,114,196.9,1.5,-12.56,4.26,0.37,2372
mplight,TRAIN,115,198.0,1.5,-12.81,4.32,0.37,2374
mplight,TRAIN,116,196.4,1.5,-12.46,4.21,0.37,2365
mplight,TRAIN,117,210.3,1.6,-13.78,4.68,0.38,2384
mplight,TRAIN,118,193.8,1.5,-12.72,4.22,0.38,2358
mplight,TRAIN,119,197.5,1.5,-12.58,4.25,0.38,2362
mplight,TRAIN,120,215.3,1.5,-15.17,5.05,0.39,2348
mplight,TRAIN,121,200.9,1.7,-13.54,4.51,0.37,2392
mplight,TRAIN,122,196.8,1.6,-13.32,4.40,0.37,2367
mplight,TRAIN,123,204.2,1.6,-14.06,4.61,0.38,2373
mplight,TRAIN,124,196.3,1.6,-12.69,4.24,0.37,2374
mplight,TRAIN,125,193.2,1.6,-12.09,4.14,0.37,2380
mplight,TRAIN,126,198.7,1.5,-12.55,4.28,0.38,2375
mplight,TRAIN,127,197.1,1.5,-13.19,4.48,0.37,2308
mplight,TRAIN,128,201.6,1.6,-13.08,4.36,0.38,2379
mplight,TRAIN,129,196.3,1.6,-12.40,4.18,0.37,2359
mplight,TRAIN,130,209.9,1.8,-13.85,4.68,0.39,2374
mplight,TRAIN,131,198.9,1.8,-12.71,4.29,0.39,2359
mplight,TRAIN,132,197.2,1.6,-13.08,4.30,0.38,2364
mplight,TRAIN,133,242.4,1.7,-17.67,5.83,0.40,2326
mplight,TRAIN,134,220.2,1.9,-15.31,5.10,0.39,2353
mplight,TRAIN,135,213.4,2.0,-14.48,5.00,0.39,2336
mplight,TRAIN,136,190.3,1.9,-11.65,3.95,0.37,2377
mplight,TRAIN,137,211.0,1.8,-14.48,4.86,0.39,2359
mplight,TRAIN,138,206.6,1.8,-14.17,4.70,0.39,2344
mplight,TRAIN,139,200.2,1.9,-12.94,4.38,0.39,2365
mplight,TRAIN,140,197.6,1.9,-12.91,4.29,0.38,2380
mplight,TRAIN,141,202.3,1.9,-12.90,4.38,0.38,2384
mplight,TRAIN,142,194.9,1.9,-12.67,4.24,0.37,2351
mplight,TRAIN,143,278.0,2.0,-20.74,7.12,0.41,2329
mplight,TRAIN,144,203.6,2.1,-13.07,4.41,0.38,2377
mplight,TRAIN,145,204.5,2.0,-13.17,4.47,0.38,2373
mplight,TRAIN,146,199.8,1.9,-12.47,4.23,0.39,2358
mplight,TRAIN,147,199.6,1.9,-12.73,4.29,0.37,2369
mplight,TRAIN,148,195.4,1.9,-12.75,4.19,0.37,2356
mplight,TRAIN,149,235.4,1.9,-17.66,5.79,0.40,2338
mplight,TRAIN,150,199.5,2.1,-12.92,4.31,0.37,2356
mplight,TRAIN,151,232.9,2.0,-16.30,5.51,0.39,2364
mplight,TRAIN,152,193.4,2.1,-12.18,4.11,0.37,2373
mplight,TRAIN,153,195.3,2.3,-12.12,4.10,0.37,2377
mplight,TRAIN,154,203.3,2.0,-13.29,4.38,0.38,2372
mplight,TRAIN,155,197.7,2.1,-12.60,4.18,0.38,2380
mplight,TRAIN,156,196.8,2.0,-12.29,4.09,0.39,2374
mplight,TRAIN,157,208.8,2.0,-13.96,4.63,0.39,2373
mplight,TRAIN,158,197.6,2.0,-12.43,4.16,0.38,2362
mplight,TRAIN,159,212.2,2.0,-15.26,4.93,0.38,2348
mplight,TRAIN,160,198.1,2.0,-12.75,4.29,0.39,2375
mplight,TRAIN,161,195.9,2.0,-12.26,4.12,0.39,2368
mplight,TRAIN,162,199.8,1.8,-12.97,4.32,0.39,2367
mplight,TRAIN,163,207.3,1.9,-13.75,4.60,0.40,2360
mplight,TRAIN,164,205.6,2.0,-13.26,4.50,0.39,2371
mplight,TRAIN,165,191.2,2.0,-11.84,4.00,0.38,2379
mplight,TRAIN,166,194.6,2.0,-12.42,4.16,0.38,2375
mplight,TRAIN,167,207.0,1.9,-14.07,4.70,0.38,2342
mplight,TRAIN,168,199.5,1.9,-12.82,4.28,0.38,2381
mplight,TRAIN,169,197.4,2.0,-12.64,4.24,0.38,2365
mplight,TRAIN,170,193.0,2.0,-12.01,4.07,0.38,2372
mplight,TRAIN,171,188.7,2.0,-11.38,3.84,0.37,2372
mplight,TRAIN,172,199.9,1.8,-12.85,4.29,0.38,2376
mplight,TRAIN,173,193.0,1.8,-12.25,4.12,0.38,2383
mplight,TRAIN,174,195.7,1.7,-12.28,4.16,0.38,2376
mplight,TRAIN,175,198.9,1.8,-12.47,4.19,0.38,2367
mplight,TRAIN,176,187.0,1.7,-11.08,3.76,0.37,2367
mplight,TRAIN,177,190.7,1.6,-11.73,3.97,0.38,2361
mplight,TRAIN,178,193.0,1.6,-12.23,4.17,0.36,2374
mplight,TRAIN,179,183.0,1.6,-11.07,3.77,0.37,2379
mplight,TRAIN,180,202.8,1.6,-12.99,4.44,0.38,2375
mplight,TRAIN,181,195.8,1.6,-11.86,4.03,0.38,2376
mplight,TRAIN,182,187.6,1.6,-11.34,3.88,0.37,2367
mplight,TRAIN,183,202.9,1.4,-12.94,4.45,0.38,2358
mplight,TRAIN,184,191.1,1.5,-11.60,3.96,0.38,2376
mplight,TRAIN,185,204.2,1.5,-13.23,4.51,0.38,2361
mplight,TRAIN,186,187.6,1.6,-11.58,3.96,0.37,2366
mplight,TRAIN,187,190.2,1.6,-11.59,3.93,0.37,2375
mplight,TRAIN,188,189.2,1.6,-11.75,3.98,0.37,2374
mplight,TRAIN,189,194.4,1.5,-12.19,4.17,0.37,2380
mplight,TRAIN,190,188.7,1.6,-11.54,3.93,0.37,2380
mplight,TRAIN,191,188.2,1.6,-11.16,3.81,0.37,2378
mplight,TRAIN,192,195.5,1.4,-11.82,4.07,0.37,2372
mplight,TRAIN,193,190.3,1.4,-11.58,4.01,0.37,2380
mplight,TRAIN,194,188.2,1.5,-11.19,3.87,0.37,2395
mplight,TRAIN,195,186.9,1.5,-11.07,3.80,0.37,2391
mplight,TRAIN,196,183.0,1.5,-11.04,3.74,0.36,2384
mplight,TRAIN,197,194.8,1.5,-11.80,4.03,0.37,2376
mplight,TRAIN,198,195.9,1.5,-12.35,4.18,0.37,2372
mplight,TRAIN,199,200.7,1.5,-13.20,4.42,0.37,2367
